Nama,Nilai_Ujian
"Okazaki, Shinichi (岡崎 真一)",66.80358
"Trancy, Alois (アロイス・トランシー)",63.308
Gabimaru (画眉丸),64.967224
"Kida, Masaomi (紀田正臣)",62.34005
"Forger, Yor (ヨル・フォージャー)",69.39481
Norman (ノーマン),67.901665
"Kotomine, Kirei (言峰 綺礼)",67.48373
"Kasumigaoka, Utaha (霞ヶ丘 詩羽)",66.48278
Himeno (姫野),61.571213
Yamato (ヤマト),66.603584
Garou (ガロウ),68.9196
Zeref (ゼレフ),64.71593
Isla (アイラ),68.05187
Jibril (ジブリール),68.77676
Suigintou (水銀燈),65.508064
Siesta (シエスタ),63.701412
"Kanamori, Sayaka (金森 さやか)",64.718346
"Dian, Isaac (アイザック・ディアン)",67.17024
"Shiba, Miyuki (司波 深雪)",65.44868
"Tsuruga, Ren (敦賀 蓮 / 久遠 ヒズり)",58.461227
"Senjougahara, Hitagi (戦場ヶ原 ひたぎ)",73.7625
"Gokou, Ruri (五更 瑠璃)",70.20468
"Gremory, Rias (リアス・グレモリー)",69.746445
Shin (心),63.110344
"Zuberg, Alice (アリス・ツーベルク)",67.790924
"Shima, Rin (志摩 リン)",67.47747
Reki (礫),64.82389
"Miyamizu, Mitsuha (宮水 三葉)",68.59044
"Jabami, Yumeko (蛇喰 夢子)",69.94457
"Valentine, Funny (ファニー・ヴァレンタイン)",67.787575
"Honda, Hanako (本田 華子)",62.166367
"Toujou, Nozomi (東條 希)",64.29289
"Kurokawa, Akane (黒川 あかね)",66.00929
"Inumaki, Toge (狗巻 棘)",71.132324
"Fuwa, Aika (不破 愛花)",63.797882
"Kozume, Kenma (孤爪 研磨)",71.57112
"Higashiyama, Kobeni (東山 コベニ)",68.4054
"Ye, Xiu (叶 修)",62.788788
"Handa, Sei (半田 清舟)",64.499626
"Koizumi, Risa (小泉リサ)",66.22424
Fushi (不死 (フシ)),66.21944
Ashitaka (アシタカ),63.81019
"Takasu, Ryuuji (高須 竜児)",67.84724
"de Blois, Victorique (ヴィクトリカ・ド・ブロワ)",67.5482
"Miya, Atsumu (宮 侑)",63.449287
"Mayer, Re-l (リル・メイヤー)",69.49395
"Nouzen, Shinei (シンエイ・ノウゼン)",69.60878
"Miyauchi, Renge (宮内 れんげ)",68.97092
"Midorikawa, Hana (緑川 花)",66.78815
"Edogawa, Ranpo (江戸川 乱歩)",68.907394
Inuyasha (犬夜叉),67.99166
"Kuchiki, Byakuya (朽木 白哉)",68.706825
"Sagara, Sousuke (相良 宗介)",68.70822
"Uchiha, Shisui (うちは シスイ)",62.15515
"Flourite, Fai D. (ファイ・D・フローライト)",66.80003
"Ayanokouji, Kiyotaka (綾小路 清隆)",71.739975
"Hellscythe, Eucliwood (ユークリウッド・ヘルサイズ)",67.804756
"Inoue, Orihime (井上 織姫)",66.27578
"Might, Guy (マイト・ガイ)",64.4573
Legoshi (レゴシ),69.49823
"Saiki, Kusuo (斉木 楠雄)",71.306725
"Kaname, Madoka (鹿目 まどか)",69.64285
Filo (フィーロ),61.40277
"Reigen, Arataka (霊幻 新隆)",74.26139
"Hoshino, Aquamarine (星野 愛久愛海)",70.56824
"Ghirga, Narancia (ナランチャ・ギルガ)",67.80562
"Nagi, Seishirou (凪 誠士郎)",66.172295
Yoshino (四糸乃),64.55771
Decim (デキム),68.61988
"Ichihara, Yuuko (壱原侑子)",68.31894
"Koga, Tomoe (古賀 朋絵)",69.80121
"Akabane, Karma (赤羽 業)",72.45657
Dante (ダンテ),68.93662
"Kazami, Yuuji (風見 雄二)",65.419785
"Kurono, Kei (玄野 計)",66.37873
"Lockser, Juvia (ジュビア・ロクサー)",67.495575
"Kagari, Atsuko (アツコ・カガリ)",66.2769
Nine (ナイン（九重 新）),67.4086
Goblin Slayer (ゴブリンスレイヤー),66.23675
"Nanami, Mami (七海 麻美)",69.38641
Casca (キャスカ),65.62032
Deidara (デイダラ),68.26617
"Yamada Asaemon, Sagiri (山田浅ェ門 佐切)",67.15444
"Kurose, Maria (黒瀬 海愛)",62.95385
"Izumi, Konata (泉こなた)",70.987236
"Lenz, Krista (クリスタ・レンズ)",66.43265
"Scarlet, Erza (エルザ・スカーレット)",71.32923
"Sturluson, Celty (セルティ・ストゥルルソン)",69.28482
"Shirasaki, Kaori (白崎 香織)",64.866745
"Bloodfallen, Shalltear (シャルティア・ブラッドフォールン)",63.98078
"Kukumila, Kurena (クレナ・ククミラ)",72.89184
Asta (アスタ),70.2449
"Hekmatyar, Koko (ココ・ヘクマティアル)",65.62483
"Kugisaki, Nobara (釘崎 野薔薇)",71.51764
"Yamato, Kira (キラ・ヤマト)",63.51853
"Nandaba, Naota (ナンダバ・ナオ太)",64.75334
YoRHa 2-gou B-gata (ヨルハ2号B型),65.353645
"Kuchiki, Rukia (朽木 ルキア)",69.94062
"Kyouraku, Jirou Souzousuke Shunsui (京楽 次郎 総蔵佐 春水)",63.290573
"Kira, Yoshikage (吉良 吉影)",70.267456
"Keehl, Mihael (ミハエル・ケール)",64.829094
"Kakyouin, Noriaki (花京院 典明)",69.03419
Elaina (イレイナ),69.78315
Bishamon (毘沙門),63.271572
"Toudou, Aoi (東堂 葵)",68.25801
"Sakura, Kyouko (佐倉 杏子)",68.25825
"Hiratsuka, Shizuka (平塚 静)",65.224205
"Yao, Ling (リン・ヤオ)",69.02784
"Yasuri, Shichika (鑢 七花)",64.87144
The Count of Monte Cristo (モンテ・クリスト伯爵),64.528076
Kurama (蔵馬),67.159325
Neferpitou (ネフェルピトー ),67.43008
Nikaidou (二階堂),63.03389
"Tenjou, Utena (天上 ウテナ)",65.4477
"Mishima, Hitomi (三嶋 瞳)",63.617855
Black★Rock Shooter (ブラック★ロックシューター),64.563835
"Kashiwazaki, Sena (柏崎 星奈)",63.910458
"Hatsune, Miku (初音 ミク)",70.14972
"Watanuki, Kimihiro (四月一日 君尋)",64.0727
"Yamada, Anna (山田 杏奈)",64.831665
"Heiwajima, Shizuo (平和島 静雄)",69.87236
"Dustiness Ford, Lalatina (ダスティネス・フォード・ララティーナ / ダクネス)",69.8136
"Akai, Shuuichi (赤井 秀一)",62.70413
"Arima, Kana (有馬 かな)",71.263115
"Kaiba, Seto (海馬 瀬人)",67.15737
"Hasegawa, Taizou (長谷川 泰三)",66.988205
"Hanekawa, Tsubasa (羽川 翼)",67.98928
"Nakano, Miku (中野 三玖)",71.41556
"Sugawara, Koushi (菅原 孝支)",67.599464
Levi (リヴァイ),61.964077
"Heartfilia, Lucy (ルーシィ・ハートフィリア)",69.21042
"Souma, Shigure (草摩 紫呉)",63.103123
"Matou, Sakura (間桐 桜)",69.02555
"Chouno, Hina (蝶野 雛)",67.77189
"Katsura, Hinagiku (桂ヒナギク)",64.27047
"Braun, Reiner (ライナー・ブラウン)",68.68022
"Satou, Kazuma (佐藤 和真)",71.73778
"Oshino, Shinobu (忍野 忍)",73.08329
"Kanroji, Mitsuri (甘露寺 蜜璃)",67.169
"Tsukishima, Kei (月島 蛍)",70.77573
"Valentine, Faye (フェイ・バレンタイン)",71.62914
Migi (ミギー),67.41236
"Kirigiri, Kyouko (霧切 響子)",67.906456
Koro-sensei (殺せんせー),72.04836
"Jin, Mo-Ri (진 모리)",63.39112
"Oda, Sakunosuke (織田 作之助)",62.485214
"Uzumaki, Boruto (うずまき ボルト)",61.462166
"Hiiragi, Kagami (柊かがみ)",68.648415
"Kim, Dokja (김 독자)",63.69549
Twelve (ツエルブ（久見 冬二）),67.16664
"Sawada, Tsunayoshi (沢田 綱吉)",69.248505
"Freecss, Gon (ゴン＝フリークス)",71.66874
"Kuroko, Tetsuya (黒子 テツヤ)",69.82005
"Shiba, Tatsuya (司波 達也)",68.268394
"Iino, Miko (伊井野 ミコ)",69.16603
"Son, Hak (ソン・ハク)",69.56952
Escanor (エスカノール),68.89897
"Zoldyck, Illumi (イルミ＝ゾルディック)",60.89267
"Liebert, Johan (ヨハン・リーベルト)",72.24327
"Redfox, Gajeel (ガジル・レッドフォックス)",65.79261
"Finger, Pieck (ピーク・フィンガー)",64.94709
"Matoi, Ryuuko (纏 流子)",70.31321
Jiraiya (自来也),76.47499
"Gojou, Wakana (五条 新菜)",66.22535
"Hiraga, Saito (平賀 才人)",64.74486
"Ononoki, Yotsugi (斧乃木 余接)",66.31994
"Joestar, Jonathan (ジョナサン・ジョースター)",66.733955
"Yasuraoka, Hanabi (安楽岡 花火)",64.53612
Esdeath (エスデス),68.25937
"Sawabe, Tsubaki (澤部 椿)",67.172554
"Uzumaki, Naruto (うずまき ナルト)",73.546875
"Ryoumen, Sukuna (両面 宿儺)",72.63016
"Toosaka, Rin (遠坂 凛)",71.749
"Malandro, Michiko (ミチコ・マランドロ)",61.78009
"Matsuoka, Rin (松岡 凛)",68.63145
Cadis Etrama Di Raizel (카디스 에트라마 디 라이제르 / カディス・エトラマ・デ・ライジェル),63.116734
"Mitaka, Asa (三鷹 アサ)",66.41718
"Mashima, Taichi (真島 太一)",67.11336
Nero (黒ネロ),64.5379
"Ouma, Shuu (桜満 集)",66.03927
"Lee, Rock (ロック・リー)",68.98773
"Tabata, Hidenori (田畑 ヒデノリ)",62.53283
"Souma, Hatsuharu (草摩 潑春)",66.76163
"Hyakuya, Mikaela (百夜 ミカエラ)",70.10717
"Takanashi, Rikka (小鳥遊 六花)",70.07789
"Kougami, Shinya (狡噛 慎也)",68.23199
"Adagaki, Aki (安達垣 愛姫)",65.65537
"Koiwai, Yotsuba (小岩井 四葉)",68.26138
Nyaruko (ニャル子),61.438282
"Miketsukami, Soushi (御狐神双熾)",64.3912
"Voldigoad, Anos (アノス・ヴォルディゴード)",68.59209
"Brando, Dio (ディオ・ブランドー)",69.023575
"Fushiguro, Touji (伏黒 甚爾)",67.75494
"Himura, Kenshin (緋村 剣心)",69.16095
"Hawkeye, Riza (リザ・ホークアイ)",69.01378
"Rockbell, Winry (ウィンリィ・ロックベル)",66.72684
"Komaeda, Nagito (狛枝 凪斗)",67.30771
Haji (ハジ),62.66313
"Bradley, King (キング・ブラッドレイ)",66.71826
Chousou (脹相),64.28725
"Kuujou, Jolyne (空条 徐倫)",69.09687
"Yang, Wen-li (ヤン・ウェンリー)",67.76237
"Aihara, Yuzu (藍原 柚子)",61.85996
"Noda, Megumi (野田恵)",64.575386
"Tu Oderschvank, Nelliel (ネリエル・トゥ・オーデルシュヴァンク)",61.433884
"Agatsuma, Zenitsu (我妻 善逸)",70.31491
"Ichimaru, Gin (市丸 ギン)",68.619965
Gally (ガリィ),63.060722
"Greyrat, Rudeus (ルーデウス・グレイラット)",68.08273
"Itadori, Yuuji (虎杖 悠仁)",71.460815
"Sakurazaka, Shiori (桜坂 詩織)",69.11722
"Yuurakutei, Yakumo (八代目 有楽亭 八雲)",62.752525
"Tadano, Hitohito (只野 仁人)",66.45785
"Azazel, Amelie (アザゼル・アメリ)",63.184135
Noi (能井),62.804768
"Sano, Manjirou (佐野 万次郎)",67.2668
"Mogami, Kyouko (最上 キョーコ)",67.37129
Meruem (メルエム),72.17493
Griffith (グリフィス),72.14579
"Morokuzu, Takehito (諸葛 岳人)",64.32261
"Sakamaki, Izayoi (逆廻 十六夜)",66.380325
"Urahara, Kisuke (浦原 喜助)",69.62756
"Seiei, Setsuna F. (刹那・F・セイエイ)",64.79204
Tomoe (巴衛),71.74955
Senko (仙狐),65.41372
Leone (レオーネ),63.680855
"Harima, Kenji (播磨 拳児)",67.31278
"Vermillion, Stella (ステラ・ヴァーミリオン)",64.21261
"Todoroki, Shouto (轟 焦凍)",71.55153
"Zaraki, Kenpachi (更木 剣八)",72.04609
"Tomioka, Giyuu (冨岡 義勇)",68.343315
"Tachibana, Kanade (立華 かなで / 天使)",72.553246
"Edogawa, Conan (江戸川 コナン)",68.155846
"Nava, Milim (ミリム・ナーヴァ)",64.41251
"Charlotte, Katakuri (シャーロット・カタクリ)",68.79026
"Mikoshiba, Mikoto (御子柴 実琴)",66.54968
"Haibara, Ai (灰原 哀)",65.56031
"Araragi, Koyomi (阿良々木 暦)",71.958176
"Sonozaki, Shion (園崎 詩音)",68.60195
"Portor, Feitan (フェイタン＝ポートオ)",69.10422
"Kousaka, Kirino (高坂 桐乃)",67.77168
"Kaizaki, Arata (海崎 新太)",64.02375
"Kuroo, Tetsurou (黒尾 鉄朗)",67.80755
Thorkell (トルケル),64.823074
Future Trunks (未来のトランクス),65.935715
"James Moriarty, William (ウィリアム・ジェームズ・モリアーティ)",71.87409
"Nakamura, Yuri (仲村 ゆり)",69.112465
"Brunestud, Arcueid (アルクェイド・ブリュンスタッド)",62.63496
"Usui, Takumi (碓氷 拓海)",69.8877
Teresa (テレサ),67.68834
"Shiota, Nagisa (潮田 渚)",67.24646
"Smith, Erwin (エルヴィン・スミス)",71.24786
"Kitagawa, Marin (喜多川 海夢)",71.13804
"Son, Gohan (孫 悟飯)",70.082985
"Miyuki, Kazuya (御幸 一也)",67.79644
"Teppelin, Nia (ニア・テッペリン)",65.38063
"Sakuragi, Rokurouta (桜木 六郎太)",65.6032
Usopp (ウソップ),68.56957
"Inaba, Himeko (稲葉 姫子)",68.333885
Sanji (サンジ),71.405235
"Kurosaki, Tasuku (黒崎 祐)",65.10455
"Nanami, Chiaki (七海 千秋)",67.29282
"Hashibira, Inosuke (嘴平 伊之助)",71.08611
"Mista, Guido (グイード・ミスタ)",67.141106
"Iwatani, Naofumi (岩谷 尚文)",70.56952
"Sasaki, Kojirou (佐々木 小次郎)",66.06689
"Walker, Allen (アレン・ウォーカー)",68.09668
"Hyoudou, Issei (兵藤一誠)",71.59509
"Furuhashi, Fumino (古橋 文乃)",69.72292
"Orihara, Izaya (折原 臨也)",71.81047
Simon (シモン),70.57261
"Sakura, Chiyo (佐倉 千代)",66.08305
"Kousaka, Honoka (高坂 穂乃果)",62.86732
"Jakuzure, Nonon (蛇崩 乃音)",65.48036
Yukine (雪音),68.405594
"Nishikino, Maki (西木野 真姫)",69.352394
"Nakano, Itsuki (中野 五月)",74.69102
"Maou, Sadao (真奥 貞夫 / サタン・ジャコブ)",67.41117
"Ikishima, Midari (生志摩 妄)",63.616623
"Onodera, Kosaki (小野寺 小咲)",70.286865
Reze (レゼ),65.37176
"Morinome, Shinako (森ノ目 榀子)",63.377598
"Sugimoto, Saichi (杉元 佐一)",66.99938
"Kajou, Ayame (華城 綾女)",60.99486
"Nakajima, Atsushi (中島 敦)",65.50532
"Akutagawa, Ryuunosuke (芥川 龍之介)",67.409874
"Yukinoshita, Yukino (雪ノ下 雪乃)",71.55936
"Stanfield, Claire (クレア・スタンフィールド)",66.65033
"Furukawa, Nagisa (古河 渚)",71.12371
"Koito, Yuu (小糸 侑)",68.63403
"Yagami, Light (夜神 月)",72.899475
Kamui (神威),62.27164
"Bokuto, Koutarou (木兎 光太郎)",68.505775
"Tainaka, Ritsu (田井中 律)",69.110794
"Nakiri, Alice (薙切 アリス)",65.93373
"Yabuki, Joe (矢吹 丈)",66.8182
"Yuzaki, Tsukasa (由崎 司)",71.45342
"Kiriyama, Rei (桐山 零)",69.39216
Nami (ナミ),69.396385
Fern (フェルン),69.49292
"Tokisaki, Kurumi (時崎 狂三)",72.57322
"Iki, Hiyori (壱岐 ひより)",64.879135
Aka no Saber (赤のセイバー),64.25508
"Watanabe, Akari (渡辺 星)",63.62469
Miia (ミーア),63.555283
"Kaidou, Shun (海藤 瞬)",68.447174
"Wistalia, Zen (ゼン・ウィスタリア)",64.979675
"Tachibana, Taki (立花 瀧)",65.128876
"Lion, Ryuu (リュー・リオン)",61.471798
"Asada, Shino (朝田 詩乃)",71.22644
"Black, Jet (ジェット・ブラック)",64.256935
"Katsuragi, Keima (桂木 桂馬)",67.355606
"Kushieda, Minori (櫛枝 実乃梨)",66.1867
"Tobiichi, Origami (鳶一 折紙)",63.731415
"Shigaraki, Tomura (死柄木 弔)",69.55701
"Leonhart, Annie (アニ・レオンハート)",68.69457
Angel Devil (天使の悪魔),66.335205
"Ayuzawa, Misaki (鮎沢 美咲)",69.234566
"Hanma, Baki (範馬 刃牙)",65.70037
"Greyrat, Eris Boreas (エリス・ボレアス・グレイラット)",74.17371
"Tony Tony, Chopper (トニートニー・チョッパー)",70.25727
"Nagachika, Hideyoshi (永近 英良)",66.393875
"Enma, Ai (閻魔 あい)",67.64538
Yue (ユエ),65.20961
"Bakugou, Katsuki (爆豪 勝己)",74.41882
"Wong, Shorter (ショーター・ウォン)",57.006794
"Fujinuma, Satoru (藤沼 悟)",67.80794
"Boyle, Arthur (アーサー・ボイル)",64.792755
Revy (レヴィ),69.65675
"Nanjou, Sachi (南条 幸)",65.15962
"Fibel, Sistine (システィーナ=フィーベル)",64.656
"Ibuki, Fuuko (伊吹 風子)",64.9633
"Amane, Suzuha (阿万音 鈴羽)",64.73999
"Brown, Nicolas (ニコラス・ブラウン)",66.42847
"Nakahara, Sunako (中原 スナコ)",64.33832
Bojji (ボッジ),68.2638
Reborn (リボーン),64.28368
Ryuk (リューク),68.73811
"Hishiro, Chizuru (日代 千鶴)",67.62972
"Kamijou, Touma (上条 当麻)",66.27726
Megumin (めぐみん),69.86536
"Akaza, Akari (赤座 あかり)",68.32364
"Shinonome, Hakase (はかせ)",64.509674
"Lunge, Heinrich (ハインリッヒ・ルンゲ)",65.14692
Howl (ハウル),67.53062
"Cifer, Ulquiorra (ウルキオラ・シファ)",67.79332
"Ishida, Shouya (石田 将也)",70.765175
"Kobayashi, Rindou (小林 竜胆)",61.832993
"Lawliet, L (エル ローライト)",62.56556
"Nakano, Ichika (中野 一花)",65.207886
"Miki, Sayaka (美樹 さやか)",69.38519
Kuro no Rider (黒のライダー),67.67024
Askeladd (アシェラッド),71.60937
"von Einzbern, Illyasviel (イリヤスフィール・フォン・アインツベルン)",68.97394
"Kanbe, Daisuke (神戸 大助)",63.57055
Viral (ヴィラル),67.00814
"Kirstein, Jean (ジャン・キルシュタイン)",72.60779
"Ainsworth, Elias (エリアス・エインズワーズ)",67.8538
"Tanaka, Aiko (田中 愛子)",65.24036
Orochimaru (大蛇丸),66.527565
"Fujiwara, Takumi (藤原 拓海)",69.835266
"Shinomiya, Kaguya (四宮 かぐや)",73.28867
"Nanami, Kento (七海 建人)",69.711426
"Natsuki, Subaru (ナツキ・スバル)",70.4553
"Martinez, David (デイビッド・マルティネス)",65.11666
Undertaker (葬儀屋（アンダーテイカー）),66.450264
"Akaashi, Keiji (赤葦 京治)",66.02323
"Okazaki, Ushio (岡崎 汐)",68.24199
"Hibari, Kyouya (雲雀 恭弥)",68.93509
Chelsea (チェルシー),64.75432
Bentham (ベンサム),63.19984
Shana (シャナ),68.59552
"Takamura, Mamoru (鷹村 守)",69.19324
"Dazai, Osamu (太宰 治)",74.36089
"Kasuga, Ayumu (春日 歩)",68.13655
"Abarai, Renji (阿散井 恋次)",66.1651
Rebecca (レベッカ),69.51387
Pino (ピノ),63.71255
Holo (ホロ),71.44807
"Lucilfer, Chrollo (クロロ＝ルシルフル)",69.768715
Clare (クレア),65.93448
"Joestar, Joseph (ジョセフ・ジョースター)",69.25334
"Kinomoto, Sakura (木之本 さくら)",66.86683
Sasori (サソリ),62.71252
"Ryougi, Shiki (両儀 式)",67.888306
"Nagato, Yuki (長門 有希)",71.95419
"Polnareff, Jean-Pierre (ジャン＝ピエール・ポルナレフ)",66.125374
"Nishinoya, Yuu (西谷 夕)",69.63265
Kite (カイト),63.700005
Shirayuki (白雪),64.9794
"Tepes, Krul (クルル・ツェペシ)",64.78837
Scar (スカー (傷の男)),65.43392
"Elric, Edward (エドワード・エルリック)",73.039604
"Daidouji, Tomoyo (大道寺 知世)",62.450775
"Yamauchi, Sakura (山内 桜良)",66.06588
Sora (空),70.12356
"Silva, Noelle (ノエル・シルヴァ)",66.32435
"Kurumizawa McDowell, Satanichia (胡桃沢=サタニキア=マクドウェル)",67.0936
"Hori, Kyouko (堀 京子)",66.803314
"Horikita, Suzune (堀北 鈴音)",72.47018
Aqua (アクア),69.97198
"Dola, Schwi (シュヴィ・ドーラ)",65.68793
"Foster, Isaac (アイザック・フォスター)",68.95222
"Kagenou, Cid (シド・カゲノー)",69.88341
"Ooto, Ai (大戸 アイ)",66.27881
"Nanakusa, Nazuna (七草 ナズナ)",70.29814
"Takagi, Yasushi (高木 泰士)",61.152763
"Dostoyevsky, Fyodor (フョードル・ドストエフスキー)",64.61584
Hanako-kun (花子くん),71.46967
Happy (ハッピー),68.73085
"Izumi, Sagiri (和泉 紗霧)",66.31922
Sniper Kamen (スナイパー仮面),64.89537
"Tenma, Kenzou (天馬 賢三)",70.040375
"Hinazuki, Kayo (雛月 加代)",66.660995
"Vermillion, Mereoleona (メレオレオナ・ヴァーミリオン)",66.41984
"Ikari, Shinji (碇 シンジ)",77.63961
"Yuzuriha, Inori (楪 いのり)",71.02836
"Inoue, Takina (井ノ上 たきな)",69.04091
"Suzumiya, Haruhi (涼宮 ハルヒ)",69.661385
"Ishigami, Yuu (石上 優)",71.0294
"Speeddraw, Fremy (フレミー・スピッドロウ)",61.899616
Takagi (高木),69.02985
Saitama (サイタマ),72.747154
Thorfinn (トルフィン),71.914566
"Kaneki, Ken (金木 研)",72.79155
Kamina (カミナ),75.78794
Pain (ペイン),70.14656
"Aisaka, Taiga (逢坂 大河)",74.65563
"Kise, Ryouta (黄瀬 涼太)",67.07162
"Tanaka, Asuka (田中 あすか)",62.41883
"Suzuya, Juuzou (鈴屋 什造)",72.12416
"Amajiki, Tamaki (天喰 環)",63.38261
"Kita, Ikuyo (喜多 郁代)",65.77793
Sephiroth (セフィロス),61.718502
Nausicaä (ナウシカ),65.68843
Puck (パック),62.540257
"Onodera, Punpun (小野寺 プンプン)",67.4476
Emilia (エミリア),72.07433
"Momozono, Nanami (桃園 奈々生)",63.543713
Friend (ともだち),64.46507
Tooru (トール),68.460434
"Yotsuya, Miko (四谷 みこ)",63.55594
"Makise, Kurisu (牧瀬 紅莉栖)",73.47455
Vegeta (ベジータ),74.064545
"Kaizuka, Inaho (界塚 伊奈帆)",63.714405
"Osaki, Nana (大崎 ナナ)",68.98016
"Karuizawa, Kei (軽井沢 恵)",63.395645
"Dunois, Charlotte (シャルロット デュノア)",65.22087
"Busujima, Saeko (毒島 冴子)",66.68958
"Katsuki, Yuuri (勝生 勇利)",67.196075
Keyaru (ケヤル／ケヤルガ),63.8401
"Uchiha, Sasuke (うちは サスケ)",70.51446
Tsukuyo (月詠),67.03531
"Yukihira, Souma (幸平 創真)",70.8205
Tsunade (綱手),62.397896
"Fudou, Akira (不動 明)",63.203766
"Tachibana, Rui (橘 瑠衣)",71.900665
"Dracule, Mihawk (ジュラキュール・ミホーク)",61.693256
Sakamoto (阪本),63.878902
"Fairbrook Wingates Hellsing, Integra (インテグラル・ファルブルケ・ウィンゲーツ・ヘルシング)",64.66284
"Yeager, Eren (エレン・イェーガー)",71.55123
"Honma, Meiko (本間 芽衣子)",66.92129
King (キング),63.216396
"Tanaka, Ryuunosuke (田中 龍之介)",66.831474
Mugen (無限),69.75022
Mumen Rider (無免ライダー),65.56603
"Urabe, Mikoto (卜部美琴)",64.48262
"Nishimiya, Shouko (西宮 硝子)",69.29722
Ruler (ルーラー),64.233795
Twenty-Fifth Bam (스물다섯번째 밤 / 夜),63.18066
"Fernandes, Jellal (ジェラール・フェルナンデス)",64.90292
"Phantomhive, Ciel (シエル・ファントムハイヴ)",70.08986
Sinbad (シンドバッド),70.10526
"Himejima, Akeno (姫島 朱乃)",69.647644
"Netero, Isaac (アイザック＝ネテロ)",67.39932
"Hohenheim, Van (ヴァン・ホーエンハイム)",64.93452
"Saotome, Mary (早乙女 芽亜里)",66.58196
"Aoyama, Nanami (青山 七海)",65.381226
Tobi (トビ),63.034134
"Evans, Soul Eater (ソウル・イーター・エヴァンス)",68.69008
"Tsunemori, Akane (常守 朱)",71.35668
